# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2023-04-05 16:44:20 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09285900 STRAWBERRY RIVER AT PINNACLES NEAR FRUITLAND, UT
# -----------------------------------------------------------------------------------
#
# Data provided for site 09285900
#            TS   parameter     statistic     Description
#        142904       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	142904_00060_00003	142904_00060_00003_cd
USGS	09285900	2017-12-01	37.5	A
USGS	09285900	2017-12-02	37.3	A
USGS	09285900	2017-12-03	37.5	A
USGS	09285900	2017-12-04	37.7	A
USGS	09285900	2017-12-05	37.5	A:e
USGS	09285900	2017-12-06	37.2	A:e
USGS	09285900	2017-12-07	36.6	A:e
USGS	09285900	2017-12-08	35.6	A:e
USGS	09285900	2017-12-09	34.6	A:e
USGS	09285900	2017-12-10	35.6	A:e
USGS	09285900	2017-12-11	36.5	A:e
USGS	09285900	2017-12-12	36.8	A:e
USGS	09285900	2017-12-13	36.6	A:e
USGS	09285900	2017-12-14	37.5	A:e
USGS	09285900	2017-12-15	35.7	A:e
USGS	09285900	2017-12-16	36.8	A:e
USGS	09285900	2017-12-17	37.0	A
USGS	09285900	2017-12-18	36.3	A:e
USGS	09285900	2017-12-19	36.9	A
USGS	09285900	2017-12-20	36.7	A
USGS	09285900	2017-12-21	36.8	A
USGS	09285900	2017-12-22	34.4	A:e
USGS	09285900	2017-12-23	38.3	A
USGS	09285900	2017-12-24	35.8	A:e
USGS	09285900	2017-12-25	37.7	A
USGS	09285900	2017-12-26	36.4	A
USGS	09285900	2017-12-27	35.9	A:e
USGS	09285900	2017-12-28	36.3	A:e
USGS	09285900	2017-12-29	36.0	A:e
USGS	09285900	2017-12-30	36.2	A
USGS	09285900	2017-12-31	36.0	A
USGS	09285900	2018-01-01	34.8	A:e
USGS	09285900	2018-01-02	35.1	A:e
USGS	09285900	2018-01-03	31.7	A:e
USGS	09285900	2018-01-04	33.8	A:e
USGS	09285900	2018-01-05	36.0	A:e
USGS	09285900	2018-01-06	37.1	A:e
USGS	09285900	2018-01-07	36.1	A
USGS	09285900	2018-01-08	34.7	A
USGS	09285900	2018-01-09	35.0	A
USGS	09285900	2018-01-10	34.9	A
USGS	09285900	2018-01-11	33.9	A
USGS	09285900	2018-01-12	34.5	A
USGS	09285900	2018-01-13	33.1	A
USGS	09285900	2018-01-14	33.1	A
USGS	09285900	2018-01-15	33.5	A
USGS	09285900	2018-01-16	33.5	A
USGS	09285900	2018-01-17	31.9	A:e
USGS	09285900	2018-01-18	33.4	A:e
USGS	09285900	2018-01-19	33.8	A
USGS	09285900	2018-01-20	33.8	A
USGS	09285900	2018-01-21	32.3	A:e
USGS	09285900	2018-01-22	27.6	A:e
USGS	09285900	2018-01-23	26.9	A:e
USGS	09285900	2018-01-24	22.7	A:e
USGS	09285900	2018-01-25	27.4	A:e
USGS	09285900	2018-01-26	26.8	A:e
USGS	09285900	2018-01-27	25.3	A:e
USGS	09285900	2018-01-28	31.4	A:e
USGS	09285900	2018-01-29	33.1	A
USGS	09285900	2018-01-30	33.6	A
USGS	09285900	2018-01-31	33.1	A
USGS	09285900	2018-02-01	32.7	A
USGS	09285900	2018-02-02	32.3	A
USGS	09285900	2018-02-03	32.7	A
USGS	09285900	2018-02-04	32.8	A
USGS	09285900	2018-02-05	32.9	A
USGS	09285900	2018-02-06	32.9	A
USGS	09285900	2018-02-07	32.5	A
USGS	09285900	2018-02-08	33.0	A
USGS	09285900	2018-02-09	32.8	A
USGS	09285900	2018-02-10	33.2	A
USGS	09285900	2018-02-11	32.3	A
USGS	09285900	2018-02-12	33.5	A
USGS	09285900	2018-02-13	33.5	A
USGS	09285900	2018-02-14	33.5	A
USGS	09285900	2018-02-15	34.0	A
USGS	09285900	2018-02-16	33.6	A:e
USGS	09285900	2018-02-17	32.2	A:e
USGS	09285900	2018-02-18	34.2	A
USGS	09285900	2018-02-19	34.3	A
USGS	09285900	2018-02-20	32.2	A:e
USGS	09285900	2018-02-21	32.1	A:e
USGS	09285900	2018-02-22	31.7	A:e
USGS	09285900	2018-02-23	31.3	A:e
USGS	09285900	2018-02-24	30.4	A:e
USGS	09285900	2018-02-25	31.7	A:e
USGS	09285900	2018-02-26	33.2	A:e
USGS	09285900	2018-02-27	34.3	A:e
USGS	09285900	2018-02-28	34.3	A
USGS	09285900	2018-03-01	33.7	A
USGS	09285900	2018-03-02	33.1	A
USGS	09285900	2018-03-03	33.4	A
USGS	09285900	2018-03-04	34.3	A
USGS	09285900	2018-03-05	33.2	A:e
USGS	09285900	2018-03-06	32.0	A:e
USGS	09285900	2018-03-07	32.4	A:e
USGS	09285900	2018-03-08	33.8	A
USGS	09285900	2018-03-09	33.2	A
USGS	09285900	2018-03-10	33.0	A
USGS	09285900	2018-03-11	32.7	A
USGS	09285900	2018-03-12	32.5	A
USGS	09285900	2018-03-13	32.3	A
USGS	09285900	2018-03-14	33.3	A
USGS	09285900	2018-03-15	34.3	A
USGS	09285900	2018-03-16	33.1	A
USGS	09285900	2018-03-17	32.7	A
USGS	09285900	2018-03-18	33.0	A
USGS	09285900	2018-03-19	32.4	A
USGS	09285900	2018-03-20	32.5	A
USGS	09285900	2018-03-21	32.8	A
USGS	09285900	2018-03-22	32.9	A
USGS	09285900	2018-03-23	34.3	A
USGS	09285900	2018-03-24	33.1	A
USGS	09285900	2018-03-25	32.9	A
USGS	09285900	2018-03-26	32.9	A
USGS	09285900	2018-03-27	32.2	A
USGS	09285900	2018-03-28	32.4	A
USGS	09285900	2018-03-29	32.2	A
USGS	09285900	2018-03-30	32.0	A
USGS	09285900	2018-03-31	32.1	A
USGS	09285900	2018-04-01	34.6	A
USGS	09285900	2018-04-02	38.4	A
USGS	09285900	2018-04-03	44.6	A
USGS	09285900	2018-04-04	45.2	A
USGS	09285900	2018-04-05	44.8	A
USGS	09285900	2018-04-06	44.7	A
USGS	09285900	2018-04-07	48.3	A
USGS	09285900	2018-04-08	48.0	A
USGS	09285900	2018-04-09	46.5	A
USGS	09285900	2018-04-10	46.2	A
USGS	09285900	2018-04-11	45.9	A
USGS	09285900	2018-04-12	46.7	A
USGS	09285900	2018-04-13	47.0	A
USGS	09285900	2018-04-14	46.4	A
USGS	09285900	2018-04-15	45.9	A
USGS	09285900	2018-04-16	46.1	A
USGS	09285900	2018-04-17	46.8	A
USGS	09285900	2018-04-18	46.0	A
USGS	09285900	2018-04-19	41.8	A
USGS	09285900	2018-04-20	42.3	A
USGS	09285900	2018-04-21	42.1	A
USGS	09285900	2018-04-22	41.9	A
USGS	09285900	2018-04-23	42.1	A
USGS	09285900	2018-04-24	42.6	A
USGS	09285900	2018-04-25	42.8	A
USGS	09285900	2018-04-26	39.9	A
USGS	09285900	2018-04-27	37.8	A
USGS	09285900	2018-04-28	39.8	A
USGS	09285900	2018-04-29	40.9	A
USGS	09285900	2018-04-30	42.0	A
USGS	09285900	2018-05-01	43.5	A
USGS	09285900	2018-05-02	45.3	A
USGS	09285900	2018-05-03	44.6	A
USGS	09285900	2018-05-04	41.7	A
USGS	09285900	2018-05-05	42.3	A
USGS	09285900	2018-05-06	43.0	A
USGS	09285900	2018-05-07	44.1	A
USGS	09285900	2018-05-08	45.0	A
USGS	09285900	2018-05-09	45.1	A
USGS	09285900	2018-05-10	45.3	A
USGS	09285900	2018-05-11	46.8	A
USGS	09285900	2018-05-12	46.2	A
USGS	09285900	2018-05-13	45.4	A
USGS	09285900	2018-05-14	47.1	A
USGS	09285900	2018-05-15	47.3	A
USGS	09285900	2018-05-16	47.0	A
USGS	09285900	2018-05-17	47.1	A
USGS	09285900	2018-05-18	49.3	A
USGS	09285900	2018-05-19	49.2	A
USGS	09285900	2018-05-20	48.4	A
USGS	09285900	2018-05-21	50.2	A
USGS	09285900	2018-05-22	54.4	A
USGS	09285900	2018-05-23	53.4	A
USGS	09285900	2018-05-24	49.4	A
USGS	09285900	2018-05-25	45.4	A
USGS	09285900	2018-05-26	46.3	A
USGS	09285900	2018-05-27	46.4	A
USGS	09285900	2018-05-28	47.2	A
USGS	09285900	2018-05-29	47.5	A
USGS	09285900	2018-05-30	46.3	A
USGS	09285900	2018-05-31	45.3	A
USGS	09285900	2018-06-01	45.8	A
USGS	09285900	2018-06-02	46.0	A
USGS	09285900	2018-06-03	45.2	A
USGS	09285900	2018-06-04	44.4	A
USGS	09285900	2018-06-05	44.1	A
USGS	09285900	2018-06-06	42.4	A
USGS	09285900	2018-06-07	39.8	A
USGS	09285900	2018-06-08	40.3	A
USGS	09285900	2018-06-09	41.5	A
USGS	09285900	2018-06-10	42.6	A
USGS	09285900	2018-06-11	44.1	A
USGS	09285900	2018-06-12	44.6	A
USGS	09285900	2018-06-13	44.7	A
USGS	09285900	2018-06-14	42.0	A
USGS	09285900	2018-06-15	40.6	A
USGS	09285900	2018-06-16	41.5	A
USGS	09285900	2018-06-17	42.2	A
USGS	09285900	2018-06-18	41.6	A
USGS	09285900	2018-06-19	42.0	A
USGS	09285900	2018-06-20	42.3	A
USGS	09285900	2018-06-21	41.6	A
USGS	09285900	2018-06-22	39.7	A
USGS	09285900	2018-06-23	40.0	A
USGS	09285900	2018-06-24	40.1	A
USGS	09285900	2018-06-25	41.2	A
USGS	09285900	2018-06-26	41.4	A
USGS	09285900	2018-06-27	41.6	A
USGS	09285900	2018-06-28	42.1	A
USGS	09285900	2018-06-29	42.9	A
USGS	09285900	2018-06-30	42.8	A
USGS	09285900	2018-07-01	42.6	A
USGS	09285900	2018-07-02	42.9	A
USGS	09285900	2018-07-03	47.5	A
USGS	09285900	2018-07-04	47.3	A
USGS	09285900	2018-07-05	46.2	A
USGS	09285900	2018-07-06	46.6	A
USGS	09285900	2018-07-07	46.4	A
USGS	09285900	2018-07-08	46.2	A
USGS	09285900	2018-07-09	47.3	A
USGS	09285900	2018-07-10	52.2	A
USGS	09285900	2018-07-11	48.7	A
USGS	09285900	2018-07-12	48.4	A
USGS	09285900	2018-07-13	47.5	A
USGS	09285900	2018-07-14	45.7	A
USGS	09285900	2018-07-15	45.4	A
USGS	09285900	2018-07-16	44.4	A
USGS	09285900	2018-07-17	42.2	A
USGS	09285900	2018-07-18	40.8	A
USGS	09285900	2018-07-19	42.1	A
USGS	09285900	2018-07-20	44.4	A
USGS	09285900	2018-07-21	45.8	A
USGS	09285900	2018-07-22	142	A:e
USGS	09285900	2018-07-23	46.0	A
USGS	09285900	2018-07-24	52.1	A
USGS	09285900	2018-07-25	54.0	A
USGS	09285900	2018-07-26	44.0	A
USGS	09285900	2018-07-27	28.8	A
USGS	09285900	2018-07-28	26.3	A
USGS	09285900	2018-07-29	26.2	A
USGS	09285900	2018-07-30	25.5	A
USGS	09285900	2018-07-31	26.2	A
USGS	09285900	2018-08-01	28.2	A
USGS	09285900	2018-08-02	30.6	A
USGS	09285900	2018-08-03	35.1	A
USGS	09285900	2018-08-04	32.6	A
USGS	09285900	2018-08-05	28.9	A
USGS	09285900	2018-08-06	27.4	A
USGS	09285900	2018-08-07	25.6	A
USGS	09285900	2018-08-08	25.6	A
USGS	09285900	2018-08-09	25.9	A
USGS	09285900	2018-08-10	26.1	A
USGS	09285900	2018-08-11	26.1	A
USGS	09285900	2018-08-12	25.1	A:e
USGS	09285900	2018-08-13	23.5	A:e
USGS	09285900	2018-08-14	23.7	A
USGS	09285900	2018-08-15	24.4	A
USGS	09285900	2018-08-16	25.6	A
USGS	09285900	2018-08-17	26.1	A
USGS	09285900	2018-08-18	26.0	A
USGS	09285900	2018-08-19	26.2	A
USGS	09285900	2018-08-20	26.7	A
USGS	09285900	2018-08-21	28.9	A
USGS	09285900	2018-08-22	261	A:e
USGS	09285900	2018-08-23	360	A:e
USGS	09285900	2018-08-24	39.4	A
USGS	09285900	2018-08-25	39.5	A
USGS	09285900	2018-08-26	46.0	A
USGS	09285900	2018-08-27	42.0	A
USGS	09285900	2018-08-28	41.9	A
USGS	09285900	2018-08-29	40.8	A
USGS	09285900	2018-08-30	41.7	A
USGS	09285900	2018-08-31	40.5	A
USGS	09285900	2018-09-01	38.9	A
USGS	09285900	2018-09-02	38.2	A
USGS	09285900	2018-09-03	38.4	A
USGS	09285900	2018-09-04	40.8	A
USGS	09285900	2018-09-05	46.8	A
USGS	09285900	2018-09-06	51.3	A
USGS	09285900	2018-09-07	46.5	A
USGS	09285900	2018-09-08	45.1	A
USGS	09285900	2018-09-09	44.9	A
USGS	09285900	2018-09-10	45.2	A
USGS	09285900	2018-09-11	45.4	A
USGS	09285900	2018-09-12	45.0	A
USGS	09285900	2018-09-13	45.2	A
USGS	09285900	2018-09-14	44.5	A
USGS	09285900	2018-09-15	44.4	A
USGS	09285900	2018-09-16	44.4	A
USGS	09285900	2018-09-17	44.6	A
USGS	09285900	2018-09-18	44.2	A
USGS	09285900	2018-09-19	44.3	A
USGS	09285900	2018-09-20	45.1	A
USGS	09285900	2018-09-21	46.5	A
USGS	09285900	2018-09-22	45.9	A
USGS	09285900	2018-09-23	46.5	A
USGS	09285900	2018-09-24	47.3	A
USGS	09285900	2018-09-25	43.6	A
USGS	09285900	2018-09-26	43.3	A
USGS	09285900	2018-09-27	43.6	A
USGS	09285900	2018-09-28	45.2	A
USGS	09285900	2018-09-29	45.2	A
USGS	09285900	2018-09-30	45.3	A
USGS	09285900	2018-10-01	44.1	A
USGS	09285900	2018-10-02	36.0	A
USGS	09285900	2018-10-03	46.1	A
USGS	09285900	2018-10-04	87.3	A
USGS	09285900	2018-10-05	42.7	A
USGS	09285900	2018-10-06	36.9	A
USGS	09285900	2018-10-07	43.1	A
USGS	09285900	2018-10-08	44.2	A:e
USGS	09285900	2018-10-09	45.2	A:e
USGS	09285900	2018-10-10	59.5	A:e
USGS	09285900	2018-10-11	42.0	A:e
USGS	09285900	2018-10-12	34.2	A
USGS	09285900	2018-10-13	33.9	A
USGS	09285900	2018-10-14	33.9	A
USGS	09285900	2018-10-15	33.8	A
USGS	09285900	2018-10-16	33.8	A
USGS	09285900	2018-10-17	33.7	A
USGS	09285900	2018-10-18	33.8	A
USGS	09285900	2018-10-19	33.6	A
USGS	09285900	2018-10-20	33.6	A
USGS	09285900	2018-10-21	34.3	A:e
USGS	09285900	2018-10-22	35.5	A:e
USGS	09285900	2018-10-23	36.3	A:e
USGS	09285900	2018-10-24	34.1	A:e
USGS	09285900	2018-10-25	32.0	A:e
USGS	09285900	2018-10-26	31.3	A
USGS	09285900	2018-10-27	31.3	A
USGS	09285900	2018-10-28	31.1	A
USGS	09285900	2018-10-29	30.8	A
USGS	09285900	2018-10-30	31.2	A
USGS	09285900	2018-10-31	31.6	A
USGS	09285900	2018-11-01	32.0	A
USGS	09285900	2018-11-02	31.3	A
USGS	09285900	2018-11-03	31.9	A
USGS	09285900	2018-11-04	31.7	A
USGS	09285900	2018-11-05	31.7	A
USGS	09285900	2018-11-06	31.8	A
USGS	09285900	2018-11-07	31.5	A
USGS	09285900	2018-11-08	31.4	A
USGS	09285900	2018-11-09	30.6	A:e
USGS	09285900	2018-11-10	30.5	A:e
USGS	09285900	2018-11-11	30.6	A:e
USGS	09285900	2018-11-12	30.1	A:e
USGS	09285900	2018-11-13	30.3	A:e
USGS	09285900	2018-11-14	30.1	A:e
USGS	09285900	2018-11-15	30.0	A
USGS	09285900	2018-11-16	29.8	A
USGS	09285900	2018-11-17	30.0	A
USGS	09285900	2018-11-18	30.3	A
USGS	09285900	2018-11-19	30.2	A:e
USGS	09285900	2018-11-20	30.3	A:e
USGS	09285900	2018-11-21	31.3	A:e
USGS	09285900	2018-11-22	31.5	A
USGS	09285900	2018-11-23	30.8	A
USGS	09285900	2018-11-24	32.1	A:e
USGS	09285900	2018-11-25	29.1	A:e
USGS	09285900	2018-11-26	28.9	A:e
USGS	09285900	2018-11-27	33.7	A:e
USGS	09285900	2018-11-28	33.3	A
USGS	09285900	2018-11-29	33.0	A
USGS	09285900	2018-11-30	32.4	A
USGS	09285900	2018-12-01	32.3	A
USGS	09285900	2018-12-02	30.8	A:e
USGS	09285900	2018-12-03	29.0	A:e
USGS	09285900	2018-12-04	27.7	A:e
USGS	09285900	2018-12-05	27.5	A:e
USGS	09285900	2018-12-06	27.6	A:e
USGS	09285900	2018-12-07	27.5	A:e
USGS	09285900	2018-12-08	26.7	A:e
USGS	09285900	2018-12-09	25.3	A:e
USGS	09285900	2018-12-10	24.2	A:e
USGS	09285900	2018-12-11	23.8	A:e
USGS	09285900	2018-12-12	23.7	A:e
USGS	09285900	2018-12-13	23.8	A:e
USGS	09285900	2018-12-14	24.3	A:e
USGS	09285900	2018-12-15	24.7	A:e
USGS	09285900	2018-12-16	25.2	A:e
USGS	09285900	2018-12-17	26.0	A:e
USGS	09285900	2018-12-18	27.0	A:e
USGS	09285900	2018-12-19	27.1	A:e
USGS	09285900	2018-12-20	26.7	A:e
USGS	09285900	2018-12-21	27.3	A:e
USGS	09285900	2018-12-22	27.5	A:e
USGS	09285900	2018-12-23	27.7	A:e
USGS	09285900	2018-12-24	28.3	A:e
USGS	09285900	2018-12-25	28.4	A:e
USGS	09285900	2018-12-26	27.9	A:e
USGS	09285900	2018-12-27	27.1	A:e
USGS	09285900	2018-12-28	26.4	A:e
USGS	09285900	2018-12-29	25.9	A:e
USGS	09285900	2018-12-30	25.6	A:e
USGS	09285900	2018-12-31	25.3	A:e
USGS	09285900	2019-01-01	25.2	A:e
USGS	09285900	2019-01-02	25.3	A:e
USGS	09285900	2019-01-03	25.7	A:e
USGS	09285900	2019-01-04	26.2	A:e
USGS	09285900	2019-01-05	26.8	A:e
USGS	09285900	2019-01-06	27.5	A:e
USGS	09285900	2019-01-07	28.0	A:e
USGS	09285900	2019-01-08	28.3	A:e
USGS	09285900	2019-01-09	28.4	A:e
USGS	09285900	2019-01-10	27.9	A:e
USGS	09285900	2019-01-11	26.9	A:e
USGS	09285900	2019-01-12	26.3	A:e
USGS	09285900	2019-01-13	26.3	A:e
USGS	09285900	2019-01-14	26.5	A:e
USGS	09285900	2019-01-15	27.0	A:e
USGS	09285900	2019-01-16	27.4	A:e
USGS	09285900	2019-01-17	27.4	A:e
USGS	09285900	2019-01-18	27.2	A:e
USGS	09285900	2019-01-19	27.0	A:e
USGS	09285900	2019-01-20	27.1	A:e
USGS	09285900	2019-01-21	27.4	A:e
USGS	09285900	2019-01-22	27.4	A:e
USGS	09285900	2019-01-23	27.3	A:e
USGS	09285900	2019-01-24	28.1	A:e
USGS	09285900	2019-01-25	28.6	A:e
USGS	09285900	2019-01-26	28.4	A:e
USGS	09285900	2019-01-27	28.1	A:e
USGS	09285900	2019-01-28	28.1	A:e
USGS	09285900	2019-01-29	28.0	A:e
USGS	09285900	2019-01-30	27.6	A:e
USGS	09285900	2019-01-31	27.2	A:e
USGS	09285900	2019-02-01	26.6	A:e
USGS	09285900	2019-02-02	26.2	A:e
USGS	09285900	2019-02-03	27.8	A:e
USGS	09285900	2019-02-04	29.1	A:e
USGS	09285900	2019-02-05	29.0	A:e
USGS	09285900	2019-02-06	27.7	A:e
USGS	09285900	2019-02-07	24.7	A:e
USGS	09285900	2019-02-08	22.9	A:e
USGS	09285900	2019-02-09	22.9	A:e
USGS	09285900	2019-02-10	22.8	A:e
USGS	09285900	2019-02-11	23.7	A:e
USGS	09285900	2019-02-12	23.9	A:e
USGS	09285900	2019-02-13	24.5	A:e
USGS	09285900	2019-02-14	25.8	A:e
USGS	09285900	2019-02-15	25.9	A:e
USGS	09285900	2019-02-16	25.4	A:e
USGS	09285900	2019-02-17	23.7	A:e
USGS	09285900	2019-02-18	21.5	A:e
USGS	09285900	2019-02-19	19.6	A:e
USGS	09285900	2019-02-20	19.7	A:e
USGS	09285900	2019-02-21	21.9	A:e
USGS	09285900	2019-02-22	23.0	A:e
USGS	09285900	2019-02-23	23.5	A:e
USGS	09285900	2019-02-24	23.9	A:e
USGS	09285900	2019-02-25	25.7	A:e
USGS	09285900	2019-02-26	27.0	A:e
USGS	09285900	2019-02-27	28.3	A:e
USGS	09285900	2019-02-28	31.6	A:e
USGS	09285900	2019-03-01	32.7	A
USGS	09285900	2019-03-02	35.4	A
USGS	09285900	2019-03-03	32.5	A
USGS	09285900	2019-03-04	31.7	A
USGS	09285900	2019-03-05	30.9	A
USGS	09285900	2019-03-06	33.6	A
USGS	09285900	2019-03-07	32.7	A
USGS	09285900	2019-03-08	32.4	A
USGS	09285900	2019-03-09	31.6	A
USGS	09285900	2019-03-10	32.0	A
USGS	09285900	2019-03-11	32.1	A
USGS	09285900	2019-03-12	30.9	A
USGS	09285900	2019-03-13	31.1	A
USGS	09285900	2019-03-14	31.0	A
USGS	09285900	2019-03-15	30.1	A
USGS	09285900	2019-03-16	30.7	A
USGS	09285900	2019-03-17	31.4	A
USGS	09285900	2019-03-18	31.6	A
USGS	09285900	2019-03-19	31.5	A
USGS	09285900	2019-03-20	31.4	A
USGS	09285900	2019-03-21	31.4	A
USGS	09285900	2019-03-22	31.4	A
USGS	09285900	2019-03-23	31.5	A
USGS	09285900	2019-03-24	33.4	A
USGS	09285900	2019-03-25	32.7	A
USGS	09285900	2019-03-26	33.0	A
USGS	09285900	2019-03-27	33.2	A
USGS	09285900	2019-03-28	33.9	A
USGS	09285900	2019-03-29	33.8	A
USGS	09285900	2019-03-30	34.1	A
USGS	09285900	2019-03-31	34.2	A
USGS	09285900	2019-04-01	34.3	A
USGS	09285900	2019-04-02	41.0	A
USGS	09285900	2019-04-03	45.9	A
USGS	09285900	2019-04-04	46.4	A
USGS	09285900	2019-04-05	47.6	A
USGS	09285900	2019-04-06	47.9	A
USGS	09285900	2019-04-07	48.8	A
USGS	09285900	2019-04-08	49.5	A
USGS	09285900	2019-04-09	54.6	A
USGS	09285900	2019-04-10	55.5	A
USGS	09285900	2019-04-11	53.9	A
USGS	09285900	2019-04-12	52.3	A
USGS	09285900	2019-04-13	51.8	A
USGS	09285900	2019-04-14	51.2	A
USGS	09285900	2019-04-15	52.6	A
USGS	09285900	2019-04-16	55.8	A
USGS	09285900	2019-04-17	56.7	A
USGS	09285900	2019-04-18	58.6	A
USGS	09285900	2019-04-19	63.7	A
USGS	09285900	2019-04-20	70.2	A
USGS	09285900	2019-04-21	75.9	A
USGS	09285900	2019-04-22	76.2	A
USGS	09285900	2019-04-23	78.3	A
USGS	09285900	2019-04-24	85.0	A
USGS	09285900	2019-04-25	97.1	A
USGS	09285900	2019-04-26	115	A
USGS	09285900	2019-04-27	139	A
USGS	09285900	2019-04-28	153	A
USGS	09285900	2019-04-29	171	A
USGS	09285900	2019-04-30	166	A
USGS	09285900	2019-05-01	147	A
USGS	09285900	2019-05-02	134	A
USGS	09285900	2019-05-03	126	A
USGS	09285900	2019-05-04	123	A
USGS	09285900	2019-05-05	126	A
USGS	09285900	2019-05-06	133	A
USGS	09285900	2019-05-07	142	A
USGS	09285900	2019-05-08	162	A
USGS	09285900	2019-05-09	163	A
USGS	09285900	2019-05-10	154	A
USGS	09285900	2019-05-11	147	A
USGS	09285900	2019-05-12	150	A
USGS	09285900	2019-05-13	167	A
USGS	09285900	2019-05-14	198	A
USGS	09285900	2019-05-15	234	A
USGS	09285900	2019-05-16	256	A
USGS	09285900	2019-05-17	267	A
USGS	09285900	2019-05-18	255	A
USGS	09285900	2019-05-19	231	A
USGS	09285900	2019-05-20	211	A
USGS	09285900	2019-05-21	191	A
USGS	09285900	2019-05-22	180	A
USGS	09285900	2019-05-23	177	A
USGS	09285900	2019-05-24	167	A
USGS	09285900	2019-05-25	160	A
USGS	09285900	2019-05-26	157	A
USGS	09285900	2019-05-27	169	A
USGS	09285900	2019-05-28	183	A
USGS	09285900	2019-05-29	188	A
USGS	09285900	2019-05-30	202	A
USGS	09285900	2019-05-31	218	A
USGS	09285900	2019-06-01	234	A
USGS	09285900	2019-06-02	254	A
USGS	09285900	2019-06-03	274	A
USGS	09285900	2019-06-04	279	A
USGS	09285900	2019-06-05	291	A
USGS	09285900	2019-06-06	320	A
USGS	09285900	2019-06-07	332	A
USGS	09285900	2019-06-08	341	A
USGS	09285900	2019-06-09	328	A
USGS	09285900	2019-06-10	303	A
USGS	09285900	2019-06-11	281	A
USGS	09285900	2019-06-12	264	A
USGS	09285900	2019-06-13	253	A
USGS	09285900	2019-06-14	242	A
USGS	09285900	2019-06-15	229	A
USGS	09285900	2019-06-16	218	A
USGS	09285900	2019-06-17	211	A
USGS	09285900	2019-06-18	199	A
USGS	09285900	2019-06-19	184	A
USGS	09285900	2019-06-20	178	A
USGS	09285900	2019-06-21	172	A
USGS	09285900	2019-06-22	167	A
USGS	09285900	2019-06-23	160	A
USGS	09285900	2019-06-24	154	A
USGS	09285900	2019-06-25	148	A
USGS	09285900	2019-06-26	144	A
USGS	09285900	2019-06-27	139	A
USGS	09285900	2019-06-28	135	A
USGS	09285900	2019-06-29	131	A
USGS	09285900	2019-06-30	131	A
USGS	09285900	2019-07-01	128	A
USGS	09285900	2019-07-02	124	A
USGS	09285900	2019-07-03	120	A
USGS	09285900	2019-07-04	117	A
USGS	09285900	2019-07-05	114	A
USGS	09285900	2019-07-06	112	A
USGS	09285900	2019-07-07	111	A
USGS	09285900	2019-07-08	110	A
USGS	09285900	2019-07-09	107	A
USGS	09285900	2019-07-10	105	A
USGS	09285900	2019-07-11	108	A
USGS	09285900	2019-07-12	106	A
USGS	09285900	2019-07-13	104	A
USGS	09285900	2019-07-14	102	A
USGS	09285900	2019-07-15	99.3	A
USGS	09285900	2019-07-16	97.5	A
USGS	09285900	2019-07-17	95.8	A
USGS	09285900	2019-07-18	94.4	A
USGS	09285900	2019-07-19	93.2	A
USGS	09285900	2019-07-20	91.8	A
USGS	09285900	2019-07-21	91.1	A
USGS	09285900	2019-07-22	90.5	A
USGS	09285900	2019-07-23	89.6	A
USGS	09285900	2019-07-24	88.9	A
USGS	09285900	2019-07-25	89.0	A
USGS	09285900	2019-07-26	255	A:e
USGS	09285900	2019-07-27	115	A
USGS	09285900	2019-07-28	103	A
USGS	09285900	2019-07-29	100	A
USGS	09285900	2019-07-30	97.8	A
USGS	09285900	2019-07-31	101	A
USGS	09285900	2019-08-01	102	A
USGS	09285900	2019-08-02	96.2	A
USGS	09285900	2019-08-03	94.6	A
USGS	09285900	2019-08-04	92.7	A
USGS	09285900	2019-08-05	89.8	A
USGS	09285900	2019-08-06	88.4	A
USGS	09285900	2019-08-07	87.3	A
USGS	09285900	2019-08-08	88.6	A
USGS	09285900	2019-08-09	90.2	A
USGS	09285900	2019-08-10	90.0	A
USGS	09285900	2019-08-11	85.7	A
USGS	09285900	2019-08-12	84.0	A
USGS	09285900	2019-08-13	87.3	A
USGS	09285900	2019-08-14	102	A
USGS	09285900	2019-08-15	82.3	A
USGS	09285900	2019-08-16	82.8	A
USGS	09285900	2019-08-17	97.1	A
USGS	09285900	2019-08-18	97.0	A
USGS	09285900	2019-08-19	96.6	A
USGS	09285900	2019-08-20	94.5	A
USGS	09285900	2019-08-21	94.5	A
USGS	09285900	2019-08-22	97.4	A
USGS	09285900	2019-08-23	106	A
USGS	09285900	2019-08-24	109	A
USGS	09285900	2019-08-25	109	A
